title,contentType,rating,votes,cluster
Sweet 20,movie,6.9,494.0,4
"Thomas Sowell: Common Sense in a Senseless World, A Personal Exploration by Jason Riley",movie,8.2,494.0,3
The German Friend,movie,6.1,494.0,4
Homestate,movie,6.1,494.0,4
Héroïnes,movie,5.5,494.0,4
Game of Thrones: Season 2 - Invitation to the Set,movie,7.9,494.0,6
Hwaiteu ballenta-in,movie,6.0,494.0,4
Radiant City,movie,6.9,494.0,3
Kantemir,movie,3.3,494.0,5
Two Thousand Women,movie,6.5,494.0,4
Maja,movie,5.3,494.0,4
Joan Crawford: The Ultimate Movie Star,movie,7.6,494.0,3
Blurred,movie,4.8,494.0,4
Totò cerca casa,movie,6.6,494.0,4
Fairway to Heaven,movie,7.5,494.0,4
Allu Ramendran,movie,5.6,494.0,4
Ron White: Behavioral Problems,movie,7.4,494.0,3
The Tank Battalion,movie,6.7,494.0,4
Lotrando a Zubejda,movie,7.2,494.0,4
Beuys,movie,6.7,494.0,3
Juan Moreira,movie,7.4,494.0,1
"Go Ahead, Brazil!",movie,7.3,494.0,4
Saka Yapma,movie,6.4,494.0,4
Secrets of the Force Awakens: A Cinematic Journey,movie,7.4,494.0,3
Va a ser que nadie es perfecto,movie,5.8,494.0,4
Tup-akka-lakko,movie,4.9,494.0,4
Odilon Redon or The Eye Like a Strange Balloon Mounts Toward Infinity,movie,6.9,494.0,6
The Cabin Movie,movie,4.6,493.0,4
Back Fork,movie,6.0,493.0,4
Image of Victory,movie,6.9,493.0,1
A Love to Remember,movie,5.8,493.0,4
Hospital,movie,3.2,493.0,5
All She Wishes,movie,5.6,493.0,4
Diary of a Spy,movie,4.4,493.0,5
Timepiece,movie,6.7,493.0,4
Bhouri,movie,6.6,493.0,4
The Night Is Young,movie,5.7,493.0,4
Sprinter,movie,6.1,493.0,4
Diagnosis Murder: Diagnosis of Murder,movie,6.8,493.0,5
Nueba Yol,movie,7.0,493.0,4
Bullfighter,movie,2.5,493.0,2
The Chastity Belt,movie,5.2,493.0,4
Squeeze Play,movie,4.0,493.0,4
House of Forbidden Secrets,movie,4.7,493.0,5
Rascal,movie,6.4,493.0,4
The Tsugua Diaries,movie,6.2,493.0,4
100 días con la Tata,movie,7.8,493.0,3
Knock Knock 2,movie,2.6,493.0,5
Victim of Love,movie,5.3,493.0,4
Crisis Point,movie,4.6,493.0,2
Jungle Woman,movie,4.7,493.0,5
Timepass 2,movie,5.2,493.0,4
The Bear and the Doll,movie,6.3,493.0,4
Santa's Summer House,movie,2.4,493.0,4
Popcorn Monkey Tiger,movie,7.3,493.0,4
Dancing Co-Ed,movie,6.4,493.0,4
Scumbag,movie,6.5,493.0,5
Lingering,movie,4.9,493.0,5
Wheeler,movie,5.9,493.0,4
Comforting Skin,movie,4.6,493.0,5
Stray Dog: Kerberos Panzer Cops,movie,6.1,493.0,4
The Brothers Warner,movie,7.2,493.0,1
First a Girl,movie,6.9,493.0,0
Blocks,movie,6.6,493.0,6
Paris Holiday,movie,5.6,493.0,4
The Atomic City,movie,6.1,493.0,4
Jal,movie,6.6,493.0,4
Get Yourself a College Girl,movie,4.9,493.0,4
Satisfaction 1720,movie,5.3,493.0,4
Sample This,movie,6.4,493.0,3
Lonestar Christmas,movie,5.8,493.0,4
Welfare,movie,8.2,493.0,3
A Necessary Death,movie,6.6,493.0,5
Tikkun,movie,6.4,493.0,5
The Embalmer,movie,4.6,493.0,5
Autism in Love,movie,7.5,493.0,3
Khawto,movie,6.4,493.0,5
Rockabye,movie,5.7,493.0,4
Infernal,movie,3.0,493.0,5
Convicts 4,movie,6.4,493.0,4
The Boy Who Couldn't Swim,movie,7.0,493.0,6
Myth: A Frozen Tale,movie,5.7,493.0,6
Avariya - doch menta,movie,6.6,493.0,4
För kärleken,movie,5.5,493.0,4
You're Only Young Once,movie,6.5,493.0,4
Akseli and Elina,movie,6.8,493.0,1
Abstraction,movie,5.1,493.0,2
Head Trauma,movie,5.5,493.0,5
Billabong Odyssey,movie,6.7,493.0,2
A German Youth,movie,7.0,493.0,1
Der alte Affe Angst,movie,6.5,493.0,4
King John,movie,5.0,493.0,6
Ju-rei: Gekijô-ban - Kuro-ju-rei,movie,5.0,493.0,5
Honnouji Hotel,movie,6.2,493.0,4
77 Heartbreaks,movie,6.0,493.0,4
Keillers park,movie,5.8,493.0,4
Le nez,movie,6.7,493.0,6
Blue Bicycle,movie,6.7,493.0,4
White T,movie,3.6,492.0,4
Orgies of Edo,movie,6.1,492.0,5
Murder in a Blue World,movie,5.6,492.0,5
Not Alone in Here,movie,7.0,492.0,6
Angel in My Pocket,movie,6.9,492.0,4
"Please, Not Now!",movie,5.6,492.0,4
Memories of My Body,movie,7.4,492.0,4
Leonora addio,movie,6.4,492.0,4
White Wilderness,movie,5.3,492.0,3
The Cliff,movie,5.2,492.0,5
The Audience,movie,8.6,492.0,4
Love and Action in Chicago,movie,4.9,492.0,4
A Storm in Summer,movie,6.9,492.0,4
La foresta di ghiaccio,movie,4.8,492.0,5
Dune Warriors,movie,3.9,492.0,2
Tolerance,movie,6.3,492.0,5
Knights of the Damned,movie,2.6,492.0,5
Da,movie,6.5,492.0,4
18 Years Old and Rising,movie,6.2,492.0,4
Kadamban,movie,5.4,492.0,2
Red Scorpion 2,movie,3.5,492.0,4
The Art of Organized Noize,movie,7.1,492.0,3
EMR,movie,5.4,492.0,5
Pater,movie,6.0,492.0,4
Kästner und der kleine Dienstag,movie,7.4,492.0,1
Two Girls on Broadway,movie,6.0,492.0,0
Stranger at the Door,movie,5.3,492.0,5
Mistletoe Magic,movie,6.3,492.0,4
Altered Species,movie,2.5,492.0,5
Kaspar Hauser,movie,6.8,492.0,1
Kimagure Orange Road: I Want to Return to That Day,movie,7.6,492.0,4
A Bullet for Sandoval,movie,5.6,492.0,4
Area Q.,movie,4.5,492.0,5
Crowing Pains,movie,6.9,492.0,6
You're Dead...,movie,5.6,492.0,5
Euridice BA 2037,movie,6.9,492.0,4
Far til fire på Bornholm,movie,5.9,492.0,4
World Without Sun,movie,7.5,492.0,3
Tsukiji Wonderland,movie,7.4,492.0,3
Miss Yaya,movie,2.2,492.0,4
La vida mancha,movie,6.6,492.0,2
Familiar Strangers,movie,5.6,492.0,4
Ayazon,movie,2.7,492.0,4
Ott Tänak: The Movie,movie,8.1,492.0,3
Tarantella,movie,5.7,492.0,6
A Simple Curve,movie,6.7,492.0,4
Hollywood Daffy,movie,7.2,492.0,6
Motta Shiva Ketta Shiva,movie,3.5,492.0,4
Derren Brown: The Great Art Robbery,movie,7.6,492.0,3
Asad wa Arba Qutat,movie,3.6,492.0,4
Hating Breitbart,movie,6.5,492.0,3
Beyond My Grandfather Allende,movie,7.0,492.0,1
Underdog Knight,movie,6.1,492.0,4
Bitirimler Sinifi,movie,5.0,492.0,4
I Need That Record! The Death (or Possible Survival) of the Independent Record Store,movie,6.6,492.0,3
Love in Glacier National: A National Park Romance,movie,6.1,491.0,4
Christmas at the Ranch,movie,5.5,491.0,4
La cena perfetta,movie,6.4,491.0,4
Wild Canaries,movie,6.0,491.0,4
Emmanuelle: A Lesson in Love,movie,4.5,491.0,4
The Brady Girls Get Married,movie,5.3,491.0,4
Where the River Runs Black,movie,6.5,491.0,2
Basic Training,movie,4.0,491.0,4
Escaping Dad,movie,5.8,491.0,5
Kehvatlal Parivar,movie,8.2,491.0,4
Chicago Syndicate,movie,6.5,491.0,4
Shergar,movie,5.4,491.0,4
Going Bananas,movie,2.7,491.0,2
The Plot to Kill Hitler,movie,6.2,491.0,1
The Amaranth,movie,5.5,491.0,5
Soorya Manasam,movie,7.6,491.0,4
Changing Hearts,movie,5.7,491.0,4
High & Low: The Movie 2 - End of Sky,movie,7.1,491.0,4
Bibaho Diaries,movie,7.3,491.0,4
China Doll,movie,6.0,491.0,4
Alien Siege,movie,2.3,491.0,2
Her Husband's Betrayal,movie,5.2,491.0,5
The Bondage,movie,7.9,491.0,4
Mammo,movie,7.8,491.0,4
Nezhnyy vozrast,movie,7.3,491.0,4
Warkop DKI Reborn: Jangkrik Boss Part 2,movie,5.5,491.0,2
The Nautical Chart,movie,5.5,491.0,2
Total Reality,movie,4.3,491.0,5
Death by China,movie,5.3,491.0,1
Wives Under Suspicion,movie,6.1,491.0,4
Memories in March,movie,7.3,491.0,4
The Killing Machine,movie,6.5,491.0,4
I Can No Longer Hear the Guitar,movie,6.9,491.0,4
Animals with the Tollkeeper,movie,6.7,491.0,4
The Miracle of Berlin,movie,6.7,491.0,4
Surya vs. Surya,movie,6.6,491.0,4
Paradas contínuas,movie,6.4,491.0,4
Kakshi: Amminippilla,movie,6.4,491.0,4
Le poulet,movie,7.0,491.0,6
Olé!,movie,4.3,491.0,4
"Oceans Apart: Greed, Betrayal and Pacific Island Rugby",movie,8.5,491.0,3
Utsab,movie,7.9,491.0,4
Heads and Tails,movie,7.1,491.0,4
Seven Times Lucky,movie,6.1,491.0,4
Morgan M. Morgansen's Date with Destiny,movie,7.4,491.0,6
Les parrains,movie,5.8,491.0,4
Manchester United: Beyond the Promised Land,movie,5.8,491.0,3
Thorvaldsen,movie,6.1,491.0,6
Home Base,movie,7.2,491.0,6
Beehive,movie,4.7,491.0,4
The Greatest Movie Ever Rolled,movie,6.2,491.0,3
L'homme sans ombre,movie,7.1,491.0,6
2000 Blockbuster Entertainment Awards,movie,4.2,491.0,3
Witch Graveyard,movie,6.8,491.0,5
Strike Zone,movie,7.7,491.0,6
You May Now Kill the Bride,movie,5.2,490.0,5
Six Swedish Girls in a Boarding School,movie,5.0,490.0,4
The Key to Sex,movie,4.9,490.0,4
Billy Boy,movie,4.4,490.0,5
Wandering Heart,movie,6.5,490.0,4
Cosmic Dawn,movie,4.1,490.0,5
A Fire in the Sky,movie,6.1,490.0,4
The Lost Episode,movie,2.7,490.0,5
Battle: Freestyle,movie,4.5,490.0,4
Ring,movie,6.3,490.0,5
Purple Sunset,movie,6.9,490.0,4
VGHS: The Movie,movie,8.0,490.0,4
Deep Blood,movie,3.2,490.0,5
Sunset Grill,movie,4.8,490.0,5
Crazy Thunder Road,movie,6.4,490.0,5
Marriage of Lies,movie,5.0,490.0,5
October 1,movie,6.4,490.0,5
Toofan,movie,3.2,490.0,4
Angel and the Bad Man,movie,5.1,490.0,4
Norm of the North: King Sized Adventure,movie,3.4,490.0,2
The Third Way of Love,movie,5.2,490.0,4
Burning Ghost,movie,6.0,490.0,4
The Ravine of Goodbye,movie,6.7,490.0,4
Executions,movie,6.4,490.0,3
Bebo's Girl,movie,6.9,490.0,4
Case Closed: Episode One - The Great Detective Turned Small,movie,7.4,490.0,2
The Spirit Is Willing,movie,5.6,490.0,5
Four Guns to the Border,movie,6.0,490.0,4
Mugulu Nage,movie,7.4,490.0,4
The Blackwell Ghost 4,movie,7.0,490.0,5
Dartmoor Killing,movie,4.4,490.0,5
San Demetrio London,movie,6.7,490.0,2
Odds Are,movie,4.1,490.0,5
The Phantom Father,movie,6.4,490.0,4
Duran Duran: There's Something You Should Know,movie,6.6,490.0,3
Single Room Furnished,movie,4.4,490.0,4
This Earth Is Mine,movie,6.3,490.0,4
Weapons of Death,movie,6.4,490.0,4
We Were Dancing,movie,6.1,490.0,4
Pierino contro tutti,movie,4.9,490.0,4
Voodoo,movie,5.6,490.0,5
Only the Night,movie,4.9,490.0,4
On Halloween,movie,3.3,490.0,5
Unsolved Mysteries: Original Robert Stack Episodes,movie,8.5,490.0,3
The Ditch,movie,7.1,490.0,4
Gafla,movie,7.4,490.0,4
Rosemary,movie,6.7,490.0,4
Enta omry,movie,5.3,490.0,4
Westwind,movie,6.8,490.0,4
Tajnosti,movie,6.7,490.0,4
Kalloori,movie,7.4,490.0,4
"All's Well, Ends Well 2009",movie,4.8,490.0,4
The Remarkable Mr. Kipps,movie,6.5,490.0,4
The Dictator's Guns,movie,6.6,490.0,4
Season,movie,7.6,490.0,5
Gaayam,movie,7.5,490.0,4
John & Jane,movie,7.5,490.0,3
The 9/11 Commission Report,movie,2.8,490.0,5
The Soul of America,movie,7.3,490.0,3
Sir Çocuklari,movie,7.3,490.0,4
"Robin des Bois, la véritable histoire",movie,4.2,490.0,2
Beyond 'JFK': The Question of Conspiracy,movie,6.7,490.0,3
Something Huge,movie,4.4,490.0,4
Bebo Wa Bashir,movie,6.0,490.0,4
Girki,movie,8.5,490.0,4
The Aroma of Tea,movie,5.7,490.0,6
Nims Bond,movie,4.0,490.0,4
Tillie the Toiler,movie,6.1,490.0,4
The Awakening of Gabriella,movie,4.6,489.0,4
Baby Assassins,movie,6.3,489.0,4
Lost Girls: Angie's Story,movie,5.3,489.0,4
Christmas Truce,movie,5.5,489.0,4
Escaping the NXIVM Cult: A Mother's Fight to Save Her Daughter,movie,5.3,489.0,4
Fraulein Doktor,movie,6.5,489.0,1
#Jowable,movie,5.2,489.0,4
Burning Secret,movie,6.5,489.0,4
Rattlesnakes,movie,5.5,489.0,5
Sticky Fingers,movie,4.8,489.0,4
Young Dragons: Kung Fu Kids,movie,7.1,489.0,4
Specimen,movie,4.1,489.0,5
Human Animals,movie,5.7,489.0,5
Gone with the Pope,movie,6.3,489.0,4
Black Journal,movie,6.3,489.0,5
Cilveka berns,movie,7.9,489.0,4
Another Woman's Husband,movie,5.4,489.0,4
The Angrez,movie,7.5,489.0,4
Groupie,movie,3.4,489.0,5
The Brain Machine,movie,3.1,489.0,5
The Death Sentence: Mrityu Dand,movie,7.2,489.0,4
"The Butcher, the Whore and the One-Eyed Man",movie,6.1,489.0,1
Blood Hunters,movie,4.3,489.0,5
Beyond the Gates of Splendor,movie,7.3,489.0,3
Filles uniques,movie,6.3,489.0,4
Un été sans point ni coup sûr,movie,6.8,489.0,4
Too Hard to Handle,movie,5.8,489.0,4
Hidden Colors 2: The Triumph of Melanin,movie,7.2,489.0,3
The Girls Were Doing Nothing,movie,9.3,489.0,6
The Cosmic Man,movie,4.8,489.0,5
Everything,movie,6.4,489.0,5
Histoire de Pen,movie,6.2,489.0,4
Chasing the Star,movie,3.1,489.0,2
"Nick Carter, Master Detective",movie,6.1,489.0,5
The Stingiest Man in Town,movie,6.5,489.0,2
Murder in the Dark,movie,4.5,489.0,5
Naga Bonar,movie,7.2,489.0,4
Wade in the Water,movie,6.4,489.0,4
The Story of Menstruation,movie,5.8,489.0,6
Shadow Play,movie,5.8,489.0,4
Kapatadhaari,movie,6.2,489.0,5
Love-Carrot 3,movie,3.8,489.0,4
Tess of the Storm Country,movie,7.0,489.0,4
Sunday in Peking,movie,7.0,489.0,6
Tersine Dünya,movie,6.0,489.0,4
Insanity,movie,5.7,489.0,5
A Constant Forge,movie,7.4,489.0,3
Lon Chaney: A Thousand Faces,movie,7.8,489.0,3
Cursed Official,movie,6.4,489.0,4
She Was an Acrobat's Daughter,movie,6.3,489.0,6
Water Wrackets,movie,5.9,489.0,6
Rêve et réalité,movie,5.1,489.0,6
Sayen,movie,4.6,488.0,5
Stay the Night,movie,6.5,488.0,4
Scorpio Nights 3,movie,6.9,488.0,5
The Nun and the Devil,movie,5.3,488.0,4
Body Chemistry,movie,4.3,488.0,5
American Tragedy,movie,6.3,488.0,3
French Mistress,movie,5.8,488.0,4
The Trouble with Spies,movie,4.3,488.0,2
16 to Life,movie,6.2,488.0,4
Princess of the Row,movie,6.3,488.0,5
Eva Wants to Sleep,movie,7.2,488.0,2
Song of Norway,movie,4.2,488.0,0
A Darker Reality,movie,3.9,488.0,5
Deadware,movie,4.7,488.0,5
Borley Rectory,movie,5.6,488.0,2
Art of Falling in Love,movie,5.9,488.0,4
The Ballerina,movie,4.5,488.0,5
Life's a Jungle: Africa's Most Wanted,movie,1.6,488.0,2
Hamel El Lakab,movie,5.7,488.0,4
Sleepy Hollow High,movie,2.7,504.0,5
Isenhart: The Hunt Is on for Your Soul,movie,5.0,504.0,2
Cross Bearer,movie,3.3,504.0,5
Wandering Shadows,movie,6.9,504.0,4
The Nightmare House,movie,5.3,504.0,5
Plenilunio,movie,6.2,504.0,5
Hospitalité,movie,6.4,504.0,4
Vasilisa the Beautiful,movie,7.3,504.0,2
Affair with a Stranger,movie,5.7,504.0,4
Catatan Akhir Sekolah,movie,7.4,504.0,4
Evcilik Oyunu,movie,6.4,504.0,4
Paradise for Three,movie,7.0,504.0,4
Terror 2000 - Intensivstation Deutschland,movie,5.8,504.0,5
Aleksandr. Nevskaya bitva,movie,4.8,504.0,1
Night Across the Street,movie,6.1,504.0,4
A Woman Captured,movie,7.9,504.0,3
Machine,movie,2.9,504.0,4
Can't Say Goodbye,movie,6.3,504.0,4
Al qods fee yom akhar,movie,6.4,504.0,4
The World Changes,movie,6.7,504.0,4
Neowolf,movie,2.3,504.0,5
Heroes Manufactured,movie,8.3,504.0,2
Disco and Atomic War,movie,7.5,504.0,3
Plan Panni Pannanum,movie,5.1,504.0,5
Sto je Iva snimila 21. listopada 2003.,movie,7.1,504.0,4
Fric-Frac,movie,7.0,504.0,4
Paco and the Magical Book,movie,6.9,504.0,4
The Melon Route,movie,6.6,504.0,4
Muhalif Baskan,movie,4.2,504.0,4
Atatürk: Founder of Modern Turkey,movie,8.8,504.0,3
Holli-dei,movie,6.4,504.0,4
No Trains No Planes,movie,7.4,504.0,4
TV Nation: Volume One,movie,4.9,504.0,3
"Pistolet, Kufar i 3 smurdyashti varela",movie,5.1,504.0,4
Nerdcore Rising,movie,6.7,504.0,3
Masseuse,movie,3.4,503.0,4
In the Line of Duty III,movie,6.4,503.0,4
I Am Mortal,movie,3.3,503.0,5
"Baxter, Vera Baxter",movie,6.2,503.0,5
Yurigokoro,movie,6.6,503.0,5
Always Say Yes,movie,6.0,503.0,4
White Lies,movie,6.1,503.0,4
Paul Dood's Deadly Lunch Break,movie,5.4,503.0,5
Roller Blade,movie,3.2,503.0,4
Island of the Blue Dolphins,movie,6.1,503.0,2
Hearts of Fire,movie,4.3,503.0,4
911 Nightmare,movie,5.1,503.0,5
Dil Juunglee,movie,3.6,503.0,4
Supercollider,movie,3.6,503.0,2
Abar,movie,4.2,503.0,5
Daughter of Shanghai,movie,6.6,503.0,4
Saige Paints the Sky,movie,5.8,503.0,2
Koti-ikävä,movie,6.0,503.0,4
Fast Lane,movie,3.3,503.0,4
Alone/Together,movie,6.6,503.0,4
High School Hellcats,movie,5.6,503.0,4
Lead with Your Heart,movie,5.7,503.0,4
Look at Life,movie,6.0,503.0,6
Le a fejjel!,movie,3.3,503.0,4
Masz na imie Justine,movie,6.4,503.0,5
Go Brother!,movie,6.4,503.0,4
Space Dogs: Tropical Adventure,movie,7.1,503.0,2
L'affaire Dumont,movie,7.2,503.0,4
Strange Hearts,movie,5.2,503.0,4
Ethnic Notions,movie,8.0,503.0,3
Dil Vil Pyar Vyar,movie,5.4,503.0,0
Why Girls Love Sailors,movie,6.0,503.0,6
Nocturne indien,movie,6.9,503.0,4
How to Keep the Red Lamp Burning,movie,6.5,503.0,4
Santa's Apprentice,movie,6.3,503.0,2
A Thousand Clouds of Peace,movie,5.6,503.0,4
Tiny Toons Spring Break,movie,7.2,503.0,2
The Ancient Magus' Bride: Those Awaiting a Star Part 2,movie,7.7,503.0,6
College Coach,movie,5.9,503.0,4
Killing Moon,movie,4.1,503.0,5
Ah! The Beautiful Priestesses of Bacchus,movie,5.2,503.0,0
The Palace of Arabian Knights,movie,6.1,503.0,6
When Jews Were Funny,movie,5.9,503.0,3
Did You Wonder Who Fired the Gun?,movie,6.7,503.0,3
"I Flunked, But...",movie,6.3,503.0,4
The Battle of Mosul,movie,1.9,503.0,3
Uncle Tom's Cabin,movie,5.2,503.0,6
In Times of Fading Light,movie,6.2,503.0,4
Innale,movie,8.0,503.0,4
Indie Game: Life After,movie,5.7,503.0,3
Usain Bolt: The Fastest Man Alive,movie,6.8,503.0,3
The Opry House,movie,6.1,503.0,6
Kick the Moon,movie,6.5,503.0,4
Batty Baseball,movie,6.8,503.0,6
Vladimir et Rosa,movie,5.8,503.0,4
Hare Brush,movie,7.6,503.0,6
Tomme tønner 2 - Det brune gullet,movie,4.6,503.0,4
Metallic Attraction: Kungfu Cyborg,movie,4.4,503.0,4
Zona Zamfirova 2,movie,4.5,503.0,4
Shôwa kayô daizenshû,movie,6.5,503.0,5
Tenured,movie,5.9,503.0,4
Carl Th. Dreyer: My Métier,movie,6.7,503.0,1
American Jihadist,movie,7.5,503.0,1
L'arrivée,movie,6.1,503.0,6
Sasanasabha,movie,5.0,502.0,4
Fly Away with Me,movie,6.0,502.0,4
The Walking Dead: The Journey So Far,movie,8.5,502.0,3
Christmas Sweethearts,movie,5.1,502.0,4
Loving Couples,movie,5.1,502.0,4
Honeymoon with Mom,movie,4.7,502.0,4
Running Out Of Time,movie,4.3,502.0,5
Bad Behavior,movie,4.5,502.0,5
Tarzan in Manhattan,movie,4.2,502.0,2
Soup to Nuts,movie,5.8,502.0,0
Flesh and Fury,movie,6.6,502.0,4
Twenty Plus Two,movie,6.1,502.0,5
A Bigger World,movie,6.4,502.0,4
Another Superhero Movie,movie,3.6,502.0,4
Dirtbag: The Legend of Fred Beckey,movie,7.6,502.0,3
Thunder and Lightning,movie,5.2,502.0,2
KL Special Force,movie,6.0,502.0,4
Mod Fuck Explosion,movie,6.1,502.0,4
Peaches,movie,6.1,502.0,4
Nagin,movie,6.1,502.0,5
Weekend Pass,movie,3.7,502.0,4
Dracula Reborn,movie,1.8,502.0,5
Saving Jessica Lynch,movie,4.1,502.0,4
If I Die Before I Wake,movie,5.4,502.0,5
Square Grouper,movie,6.3,502.0,3
The Miller's Beautiful Wife,movie,6.0,502.0,4
Eter,movie,6.0,502.0,1
The Sins of Rachel Cade,movie,5.9,502.0,4
Fjols til fjells,movie,4.7,502.0,4
King Dave,movie,7.0,502.0,5
Kya Yehi Pyaar Hai,movie,4.2,502.0,4
Missing William,movie,6.0,502.0,4
Love Is Love,movie,6.1,502.0,4
As Mães de Chico Xavier,movie,6.3,502.0,4
A Vampire's Tale,movie,3.2,502.0,5
Find a Boyfriend for My Wife... PLEASE!,movie,5.8,502.0,4
Rock Hudson's Home Movies,movie,5.9,502.0,3
The King of the Neighborhood,movie,8.0,502.0,4
Winnetou - Das Geheimnis vom Silbersee,movie,5.3,502.0,4
Roba da ricchi,movie,4.9,502.0,4
...and the Pursuit of Happiness,movie,7.2,502.0,3
"The Green, Green Grass of Home",movie,6.5,502.0,4
Strangers May Kiss,movie,5.9,502.0,4
Secret of the Cave,movie,4.8,502.0,2
Rent-an-Elf,movie,6.0,502.0,4
El cumple de la abuela,movie,5.8,502.0,4
Three Friends,movie,6.9,502.0,4
This Movie Is Broken,movie,5.7,502.0,4
Samir Abu el-Nil,movie,4.4,502.0,4
The Little Girl Who Fell from the Tree,movie,7.5,502.0,5
Design for Scandal,movie,6.3,502.0,4
Thulasi,movie,5.4,502.0,4
Two Players from the Bench,movie,7.3,502.0,4
A Million,movie,5.4,502.0,5
A Well-Spent Life,movie,7.4,502.0,6
Pájaros volando,movie,5.8,502.0,4
The Long Night of Francisco Sanctis,movie,6.6,502.0,4
Deadwood Park,movie,4.6,502.0,5
Football of the Good Old Days,movie,6.7,502.0,4
Vanad ja kobedad saavad jalad alla,movie,6.4,502.0,4
My Guide,movie,8.2,502.0,6
Three Men on a Horse,movie,6.7,502.0,4
Ieandavi,movie,8.7,502.0,5
Opening Windows,movie,7.5,502.0,6
Marry Me in Yosemite,movie,5.8,501.0,4
Nude,movie,5.8,501.0,3
The Wiggles Movie,movie,6.3,501.0,2
The Irish Pub,movie,7.4,501.0,1
Hana to hebi 2: Pari/Shizuko,movie,5.6,501.0,4
Wotakoi: Love Is Hard for Otaku,movie,5.2,501.0,0
Devilish Education,movie,6.1,501.0,6
Hockey Night,movie,6.8,501.0,4
Masallardan Geriye Kalan,movie,3.7,501.0,4
The Incantation,movie,3.2,501.0,2
Welcome to Blood City,movie,5.0,501.0,5
Willie & Phil,movie,5.9,501.0,4
Future Shock,movie,4.2,501.0,5
Narasimha,movie,5.5,501.0,4
The Story of the Count of Monte Cristo,movie,6.5,501.0,2
Kingfish: A Story of Huey P. Long,movie,6.2,501.0,1
Les Tuche 4,movie,4.4,501.0,4
Made in U.S.A.,movie,5.3,501.0,2
M.C. Escher: Journey to Infinity,movie,7.3,501.0,3
The Bamboo Saucer,movie,5.4,501.0,5
Hillbilly,movie,6.7,501.0,3
Ice Cream in the Cupboard,movie,5.7,501.0,4
Pretty Boys,movie,7.1,501.0,4
"If You Don't, I Will",movie,5.8,501.0,4
Catfish in Black Bean Sauce,movie,6.6,501.0,4
B.A. Pass 2,movie,2.2,501.0,4
Coffee with Kadhal,movie,4.6,501.0,4
In Person,movie,6.2,501.0,4
Oktober November,movie,6.6,501.0,4
Skating to New York,movie,5.6,501.0,4
Christmas Lost and Found,movie,6.0,501.0,4
Stand Clear of the Closing Doors,movie,6.4,501.0,4
My Love Came Back,movie,6.3,501.0,4
Tillie and Gus,movie,6.9,501.0,4
The Left Ear,movie,5.5,501.0,4
Sin vergüenza,movie,6.4,501.0,4
The New Wizard of Oz,movie,5.3,501.0,2
Mr. Hurt,movie,6.2,501.0,4
Soarin',movie,8.4,501.0,6
Angels of Terror,movie,5.4,501.0,5
Cry of the Hunted,movie,6.2,501.0,4
The Humans and The Jinns,movie,5.2,501.0,5
Rocket-bye Baby,movie,7.2,501.0,2
Trudell,movie,7.4,501.0,3
Laila's Birthday,movie,6.8,501.0,4
Bad Bascomb,movie,6.8,501.0,4
From Nurse to Worse,movie,7.6,501.0,6
White Fawn's Devotion: A Play Acted by a Tribe of Red Indians in America,movie,5.7,501.0,6
"I Graduated, But...",movie,6.4,501.0,4
Brother's Paradise,movie,4.9,501.0,6
Crazy with the Heat,movie,6.2,501.0,6
"Slide, Kelly, Slide",movie,5.6,501.0,4
TV Nation: Volume Two,movie,4.7,501.0,3
The Perfect Love Song,movie,5.1,501.0,0
Thunder,movie,7.1,501.0,6
Burro Pack Train on the Chilcoot Pass,movie,5.2,501.0,6
Indistinct Hero,movie,7.6,501.0,6
The Lone Gun,movie,5.8,500.0,4
Beaster Day: Here Comes Peter Cottonhell,movie,3.1,500.0,5
Death of a Cheerleader,movie,5.0,500.0,5
Girl Flu.,movie,6.4,500.0,4
L'année du requin,movie,4.7,500.0,5
Second Glance,movie,3.8,500.0,4
The Rape of Richard Beck,movie,6.7,500.0,4
Heaven's Door,movie,5.4,500.0,4
The Untold Story of Emmett Louis Till,movie,7.7,500.0,3
You'll Never Be Alone,movie,6.0,500.0,4
The Birthday,movie,5.8,500.0,5
Papertrail,movie,4.5,500.0,5
"Live Once, Die Twice",movie,5.2,500.0,5
Into the Canyon,movie,7.2,500.0,3
Devil's Partner,movie,5.1,500.0,5
The Argyle Secrets,movie,6.3,500.0,4
The Bandit of Sherwood Forest,movie,5.8,500.0,2
Eva Peron: The True Story,movie,6.6,500.0,1
Cage of Gold,movie,6.4,500.0,4
Come Fill the Cup,movie,6.9,500.0,4
A Stand Up Guy,movie,4.7,500.0,4
The Charterhouse of Parma,movie,7.2,500.0,4
Project 12: The Bunker,movie,3.4,500.0,2
Not Quite Dead Yet,movie,5.8,500.0,4
"Prvok, Sampon, Tecka a Karel",movie,6.5,500.0,4
Very Cool Christmas,movie,3.7,500.0,2
La Florida,movie,5.8,500.0,4
Mr. Belvedere Rings the Bell,movie,7.0,500.0,4
Me!Me!Me!,movie,7.3,500.0,6
Elizabeth and Margaret: Love and Loyalty,movie,7.5,500.0,3
Budet laskovyy dozhd,movie,7.4,500.0,6
Captured by You,movie,3.8,500.0,4
Kabaddi Kabaddi,movie,7.9,500.0,4
The Last Great Wilderness,movie,5.7,500.0,4
Coup d'Etat,movie,6.8,500.0,1
Ana by Day,movie,5.4,500.0,5
The Cold Lands,movie,6.2,500.0,4
The Tag Along: Devil Fish,movie,5.2,500.0,5
